Date,3M
4/16/2019,-0.560270385
4/17/2019,-0.561133356
4/18/2019,-0.548677579
4/23/2019,-0.548270596
4/24/2019,-0.547546763
4/25/2019,-0.549658149
4/26/2019,-0.548024196
4/29/2019,-0.560729303
4/30/2019,-0.562425674
5/2/2019,-0.575122301
5/3/2019,-0.572745597
5/6/2019,-0.571613489
5/7/2019,-0.582559308
5/8/2019,-0.5891479
5/9/2019,-0.58593369
5/10/2019,-0.587695083
5/13/2019,-0.579336289
5/14/2019,-0.575782971
5/15/2019,-0.567200913
5/16/2019,-0.569424244
5/17/2019,-0.585279269
5/20/2019,-0.572290526
5/21/2019,-0.571619372
5/22/2019,-0.570283203
5/23/2019,-0.564993824
5/24/2019,-0.563816089
5/27/2019,-0.551166796
5/28/2019,-0.559651707
5/29/2019,-0.56325186
5/30/2019,-0.576872701
5/31/2019,-0.570992928
6/3/2019,-0.575196816
6/4/2019,-0.565938162
6/5/2019,-0.56418764
6/6/2019,-0.565219506
6/7/2019,-0.567212144
6/10/2019,-0.559141895
6/11/2019,-0.566998064
6/12/2019,-0.565538918
6/13/2019,-0.568167173
6/14/2019,-0.56150719
6/17/2019,-0.556751219
6/18/2019,-0.5839021
6/19/2019,-0.580972046
6/20/2019,-0.614020576
6/21/2019,-0.587508415
6/24/2019,-0.593710135
6/25/2019,-0.602947791
6/26/2019,-0.601348216
6/27/2019,-0.617234389
6/28/2019,-0.603752008
7/1/2019,-0.603272709
7/2/2019,-0.608269584
7/3/2019,-0.615572731
7/4/2019,-0.627484133
7/5/2019,-0.620816052
7/8/2019,-0.612021289
7/9/2019,-0.612062541
7/10/2019,-0.605174327
7/11/2019,-0.627072542
7/12/2019,-0.620375343
7/15/2019,-0.626026628
7/16/2019,-0.633384775
7/17/2019,-0.628570834
7/18/2019,-0.620468427
7/19/2019,-0.647555266
7/22/2019,-0.645184849
7/23/2019,-0.654543445
7/24/2019,-0.650486843
7/25/2019,-0.649007305
7/26/2019,-0.65337087
7/29/2019,-0.657701146
7/30/2019,-0.660902163
7/31/2019,-0.669117658
8/1/2019,-0.667744653
8/2/2019,-0.683633097
8/5/2019,-0.69447568
8/6/2019,-0.702944243
8/7/2019,-0.718150771
8/8/2019,-0.70958237
8/9/2019,-0.732741332
8/12/2019,-0.732034043
8/13/2019,-0.729468134
8/14/2019,-0.749689603
8/15/2019,-0.757801083
8/16/2019,-0.767265748
8/19/2019,-0.759337338
8/20/2019,-0.780113274
8/21/2019,-0.7604307
8/22/2019,-0.758248412
8/23/2019,-0.775265037
8/26/2019,-0.786136141
8/27/2019,-0.791769923
8/28/2019,-0.800467359
8/29/2019,-0.805732168
8/30/2019,-0.841484049
9/2/2019,-0.801525544
9/3/2019,-0.798947946
9/4/2019,-0.784853915
9/5/2019,-0.795915172
9/6/2019,-0.786401563
9/9/2019,-0.752827836
9/10/2019,-0.732741703
9/11/2019,-0.738582823
9/12/2019,-0.746467517
9/13/2019,-0.666465427
9/16/2019,-0.665279928
9/17/2019,-0.654358287
9/18/2019,-0.68022592
9/19/2019,-0.654207506
9/20/2019,-0.667160099
9/23/2019,-0.667016568
9/24/2019,-0.666779616
9/25/2019,-0.668673273
9/26/2019,-0.68714801
9/27/2019,-0.686319886
9/30/2019,-0.696534275
10/1/2019,-0.698276184
10/2/2019,-0.699021514
10/3/2019,-0.712137484
10/4/2019,-0.678487331
10/7/2019,-0.670363635
10/8/2019,-0.650354249
10/9/2019,-0.668512682
10/10/2019,-0.648525928
10/11/2019,-0.636259777
10/14/2019,-0.623136897
10/15/2019,-0.629852478
10/16/2019,-0.624444133
10/17/2019,-0.630793849
10/18/2019,-0.633680129
10/21/2019,-0.609434349
10/22/2019,-0.619327423
10/23/2019,-0.622377548
10/24/2019,-0.64163604
10/25/2019,-0.654523993
10/28/2019,-0.670970684
10/29/2019,-0.669442959
10/30/2019,-0.656347635
10/31/2019,-0.674786319
11/1/2019,-0.647180623
11/4/2019,-0.610992288
11/5/2019,-0.607877476
11/6/2019,-0.602919355
11/7/2019,-0.625221734
11/8/2019,-0.630598166
11/11/2019,-0.601861359
11/12/2019,-0.601642314
11/13/2019,-0.605135622
11/14/2019,-0.625841283
11/15/2019,-0.635237827
11/18/2019,-0.597501776
11/19/2019,-0.608339616
11/20/2019,-0.618200691
11/21/2019,-0.628614022
11/22/2019,-0.609692865
11/25/2019,-0.62109384
11/26/2019,-0.631773399
11/27/2019,-0.62858499
11/28/2019,-0.617527937
11/29/2019,-0.610936885
12/2/2019,-0.617281556
12/3/2019,-0.663705614
12/4/2019,-0.665404677
12/5/2019,-0.653153074
12/6/2019,-0.662045994
12/9/2019,-0.656583446
12/10/2019,-0.663295176
12/11/2019,-0.661879642
12/12/2019,-0.66559561
12/13/2019,-0.662498292
12/16/2019,-0.663000808
12/17/2019,-0.669418747
12/18/2019,-0.676205663
12/19/2019,-0.682067728
12/20/2019,-0.664425975
12/23/2019,-0.688575767
12/27/2019,-0.685603531
12/30/2019,-0.683324028
