Date,3M
12/30/2022,4.42
12/29/2022,4.45
12/28/2022,4.46
12/27/2022,4.46
12/23/2022,4.34
12/22/2022,4.35
12/21/2022,4.33
12/20/2022,4.35
12/19/2022,4.37
12/16/2022,4.31
12/15/2022,4.34
12/14/2022,4.33
12/13/2022,4.35
12/12/2022,4.38
12/9/2022,4.31
12/8/2022,4.28
12/7/2022,4.29
12/6/2022,4.37
12/5/2022,4.36
12/2/2022,4.34
12/1/2022,4.33
11/30/2022,4.37
11/29/2022,4.38
11/28/2022,4.41
11/25/2022,4.41
11/23/2022,4.4
11/22/2022,4.4
11/21/2022,4.41
11/18/2022,4.34
11/17/2022,4.32
11/16/2022,4.32
11/15/2022,4.31
11/14/2022,4.34
11/10/2022,4.28
11/9/2022,4.29
11/8/2022,4.28
11/7/2022,4.29
11/4/2022,4.21
11/3/2022,4.25
11/2/2022,4.22
11/1/2022,4.23
10/31/2022,4.22
10/28/2022,4.18
10/27/2022,4.13
10/26/2022,4.11
10/25/2022,4.14
10/24/2022,4.16
10/21/2022,4.09
10/20/2022,4.09
10/19/2022,4.07
10/18/2022,4.04
10/17/2022,3.97
10/14/2022,3.81
10/13/2022,3.79
10/12/2022,3.7
10/11/2022,3.67
10/7/2022,3.45
10/6/2022,3.46
10/5/2022,3.46
10/4/2022,3.45
10/3/2022,3.46
9/30/2022,3.33
9/29/2022,3.36
9/28/2022,3.4
9/27/2022,3.35
9/26/2022,3.39
9/23/2022,3.24
9/22/2022,3.29
9/21/2022,3.31
9/20/2022,3.35
9/19/2022,3.37
9/16/2022,3.2
9/15/2022,3.22
9/14/2022,3.24
9/13/2022,3.28
9/12/2022,3.17
9/9/2022,3.08
9/8/2022,3.06
9/7/2022,3.07
9/6/2022,3.04
9/2/2022,2.94
9/1/2022,2.97
8/31/2022,2.96
8/30/2022,2.97
8/29/2022,2.97
8/26/2022,2.89
8/25/2022,2.88
8/24/2022,2.82
8/23/2022,2.8
8/22/2022,2.82
8/19/2022,2.74
8/18/2022,2.71
8/17/2022,2.68
8/16/2022,2.7
8/15/2022,2.72
8/12/2022,2.63
8/11/2022,2.62
8/10/2022,2.65
8/9/2022,2.67
8/8/2022,2.65
8/5/2022,2.58
8/4/2022,2.5
8/3/2022,2.52
8/2/2022,2.56
8/1/2022,2.56
7/29/2022,2.41
7/28/2022,2.42
7/27/2022,2.44
7/26/2022,2.55
7/25/2022,2.62
7/22/2022,2.49
7/21/2022,2.48
7/20/2022,2.51
7/19/2022,2.52
7/18/2022,2.5
7/15/2022,2.37
7/14/2022,2.4
7/13/2022,2.39
7/12/2022,2.22
7/11/2022,2.18
7/8/2022,1.98
7/7/2022,1.95
7/6/2022,1.9
7/5/2022,1.9
7/1/2022,1.73
6/30/2022,1.72
6/29/2022,1.78
6/28/2022,1.79
6/27/2022,1.79
6/24/2022,1.73
6/23/2022,1.65
6/22/2022,1.61
6/21/2022,1.7
6/17/2022,1.63
6/16/2022,1.59
6/15/2022,1.74
6/14/2022,1.83
6/13/2022,1.73
6/10/2022,1.39
6/9/2022,1.3
6/8/2022,1.28
6/7/2022,1.26
6/6/2022,1.26
6/3/2022,1.21
6/2/2022,1.17
6/1/2022,1.15
5/31/2022,1.16
5/27/2022,1.08
5/26/2022,1.07
5/25/2022,1.06
5/24/2022,1.06
5/23/2022,1.07
5/20/2022,1.03
5/19/2022,1.05
5/18/2022,1.03
5/17/2022,1.06
5/16/2022,1.07
5/13/2022,1.03
5/12/2022,0.96
5/11/2022,0.91
5/10/2022,0.89
5/9/2022,0.92
5/6/2022,0.85
5/5/2022,0.85
5/4/2022,0.89
5/3/2022,0.91
5/2/2022,0.9
4/29/2022,0.85
4/28/2022,0.82
4/27/2022,0.82
4/26/2022,0.83
4/25/2022,0.91
4/22/2022,0.83
4/21/2022,0.83
4/20/2022,0.82
4/19/2022,0.81
4/18/2022,0.81
4/14/2022,0.79
4/13/2022,0.75
4/12/2022,0.74
4/11/2022,0.77
4/8/2022,0.7
4/7/2022,0.68
4/6/2022,0.67
4/5/2022,0.65
4/4/2022,0.66
4/1/2022,0.53
3/31/2022,0.52
3/30/2022,0.55
3/29/2022,0.55
3/28/2022,0.59
3/25/2022,0.55
3/24/2022,0.52
3/23/2022,0.5
3/22/2022,0.51
3/21/2022,0.54
3/18/2022,0.42
3/17/2022,0.4
3/16/2022,0.44
3/15/2022,0.46
3/14/2022,0.45
3/11/2022,0.4
3/10/2022,0.39
3/9/2022,0.38
3/8/2022,0.36
3/7/2022,0.38
3/4/2022,0.34
3/3/2022,0.38
3/2/2022,0.34
3/1/2022,0.32
2/28/2022,0.35
2/25/2022,0.33
2/24/2022,0.32
2/23/2022,0.34
2/22/2022,0.37
2/18/2022,0.35
2/17/2022,0.36
2/16/2022,0.38
2/15/2022,0.4
2/14/2022,0.43
2/11/2022,0.36
2/10/2022,0.4
2/9/2022,0.26
2/8/2022,0.25
2/7/2022,0.27
2/4/2022,0.23
2/3/2022,0.2
2/2/2022,0.19
2/1/2022,0.19
1/31/2022,0.22
1/28/2022,0.19
1/27/2022,0.2
1/26/2022,0.19
1/25/2022,0.19
1/24/2022,0.19
1/21/2022,0.17
1/20/2022,0.17
1/19/2022,0.17
1/18/2022,0.16
1/14/2022,0.13
1/13/2022,0.12
1/12/2022,0.12
1/11/2022,0.11
1/10/2022,0.13
1/7/2022,0.1
1/6/2022,0.1
1/5/2022,0.09
1/4/2022,0.08
1/3/2022,0.08
