Date,3M
8/7/2020,-0.584980634
8/10/2020,-0.568826994
8/11/2020,-0.570198029
8/12/2020,-0.574127801
8/13/2020,-0.58276113
8/14/2020,-0.580541346
8/17/2020,-0.566085199
8/18/2020,-0.572738093
8/19/2020,-0.572933448
8/20/2020,-0.586839463
8/21/2020,-0.589400151
8/24/2020,-0.575429964
8/25/2020,-0.57570824
8/26/2020,-0.579965866
8/27/2020,-0.599970205
8/28/2020,-0.594477586
8/31/2020,-0.581472215
9/1/2020,-0.581633362
9/2/2020,-0.599744039
9/3/2020,-0.601893583
9/4/2020,-0.603830255
9/7/2020,-0.613460632
9/8/2020,-0.589580078
9/9/2020,-0.601504684
9/10/2020,-0.613125577
9/11/2020,-0.603063121
9/14/2020,-0.586939711
9/15/2020,-0.58246748
9/16/2020,-0.585205255
9/17/2020,-0.592826468
9/18/2020,-0.585140561
9/21/2020,-0.576963466
9/22/2020,-0.589192822
9/23/2020,-0.587932551
9/24/2020,-0.602286404
9/25/2020,-0.605958606
9/28/2020,-0.6044577
9/29/2020,-0.618909226
9/30/2020,-0.62137813
10/1/2020,-0.624779303
10/2/2020,-0.62810213
10/5/2020,-0.627911654
10/6/2020,-0.630012349
10/7/2020,-0.628492226
10/8/2020,-0.641134892
10/9/2020,-0.629631004
10/12/2020,-0.637797486
10/13/2020,-0.66348526
10/14/2020,-0.673037238
10/15/2020,-0.684148712
10/16/2020,-0.694335107
10/19/2020,-0.711712955
10/20/2020,-0.714890752
10/21/2020,-0.713950729
10/22/2020,-0.715248212
10/23/2020,-0.710982098
10/26/2020,-0.715262688
10/27/2020,-0.728346126
10/28/2020,-0.722709103
10/29/2020,-0.709032817
10/30/2020,-0.708982663
11/2/2020,-0.716893574
11/3/2020,-0.710996857
11/4/2020,-0.717669221
11/5/2020,-0.726060723
11/6/2020,-0.722902797
11/9/2020,-0.699631866
11/10/2020,-0.694774153
11/11/2020,-0.691054245
11/12/2020,-0.69078083
11/13/2020,-0.693640312
11/16/2020,-0.668967768
11/17/2020,-0.680204596
11/18/2020,-0.685772963
11/19/2020,-0.66739268
11/20/2020,-0.690371839
11/23/2020,-0.692741813
11/24/2020,-0.701668063
11/25/2020,-0.709740834
11/26/2020,-0.716116671
11/27/2020,-0.715472748
11/30/2020,-0.715408532
12/1/2020,-0.712981619
12/2/2020,-0.716304838
12/3/2020,-0.722370747
12/4/2020,-0.728320841
12/7/2020,-0.73473249
12/8/2020,-0.735258802
12/9/2020,-0.74786644
12/10/2020,-0.745863725
12/11/2020,-0.750378536
12/14/2020,-0.758689566
12/15/2020,-0.759286033
12/16/2020,-0.754255871
12/17/2020,-0.763171785
12/18/2020,-0.751351612
12/21/2020,-0.757772633
12/22/2020,-0.757837426
12/23/2020,-0.757162292
12/28/2020,-0.757217372
12/29/2020,-0.735355362
12/30/2020,-0.745376622
