Date,3M
8/18/2021,-0.668269345
8/19/2021,-0.669872243
8/20/2021,-0.673745329
8/23/2021,-0.664563065
8/24/2021,-0.664683724
8/25/2021,-0.661791328
8/26/2021,-0.671733937
8/27/2021,-0.666163024
8/30/2021,-0.661145956
8/31/2021,-0.675871465
9/1/2021,-0.669235209
9/2/2021,-0.673758375
9/3/2021,-0.665680347
9/6/2021,-0.675391285
9/7/2021,-0.676883379
9/8/2021,-0.668365179
9/9/2021,-0.672044117
9/10/2021,-0.67336944
9/13/2021,-0.677063421
9/14/2021,-0.68236177
9/15/2021,-0.688066659
9/16/2021,-0.671433698
9/17/2021,-0.67140146
9/20/2021,-0.677605727
9/21/2021,-0.673266507
9/22/2021,-0.673884893
9/23/2021,-0.694405005
9/24/2021,-0.684674506
9/27/2021,-0.697613123
9/28/2021,-0.705301125
9/29/2021,-0.697932986
9/30/2021,-0.712029198
10/1/2021,-0.70965721
10/4/2021,-0.710592932
10/5/2021,-0.701520601
10/6/2021,-0.699991844
10/7/2021,-0.704484294
10/8/2021,-0.706300391
10/11/2021,-0.70498989
10/12/2021,-0.711909409
10/13/2021,-0.71622698
10/14/2021,-0.715366194
10/15/2021,-0.719310009
10/18/2021,-0.704812712
10/19/2021,-0.720346269
10/20/2021,-0.706732946
10/21/2021,-0.722354012
10/22/2021,-0.722114314
10/25/2021,-0.725866467
10/26/2021,-0.733519663
10/27/2021,-0.739374177
10/28/2021,-0.743260344
10/29/2021,-0.73574092
11/1/2021,-0.739726816
11/2/2021,-0.756334363
11/3/2021,-0.759601778
11/4/2021,-0.788270231
11/5/2021,-0.780668287
11/8/2021,-0.765624767
11/9/2021,-0.793242723
11/10/2021,-0.821221991
11/11/2021,-0.823798213
11/12/2021,-0.853989909
11/15/2021,-0.837193297
11/16/2021,-0.873762345
11/17/2021,-0.866294843
11/18/2021,-0.890761438
11/19/2021,-0.883565473
11/22/2021,-0.882592432
11/23/2021,-0.904003281
11/24/2021,-0.908398063
11/25/2021,-0.901047121
11/26/2021,-0.906960029
11/29/2021,-0.884925397
11/30/2021,-0.894676996
12/1/2021,-0.905354986
12/2/2021,-0.910352141
12/3/2021,-0.873940905
12/6/2021,-0.841030347
12/7/2021,-0.833385121
12/8/2021,-0.829468246
12/9/2021,-0.809142982
12/10/2021,-0.782678379
12/13/2021,-0.774850859
12/14/2021,-0.756422413
12/15/2021,-0.752751186
12/16/2021,-0.770091477
12/17/2021,-0.775188942
12/20/2021,-0.77892146
12/21/2021,-0.773265101
12/22/2021,-0.780256808
12/23/2021,-0.755279946
12/24/2021,-0.761089589
12/27/2021,-0.735727861
12/28/2021,-0.730748837
12/29/2021,-0.738748165
12/30/2021,-0.725728702
12/31/2021,-0.730322451
