Date,3M
9/29/2022,0.662904151
9/30/2022,0.673832891
10/3/2022,0.709471581
10/4/2022,0.678439689
10/5/2022,0.670750385
10/6/2022,0.607689839
10/7/2022,0.655311649
10/10/2022,0.702542865
10/11/2022,0.729039993
10/12/2022,0.763440907
10/13/2022,0.830527973
10/14/2022,0.815217436
10/17/2022,0.857749941
10/18/2022,0.86497408
10/19/2022,0.873572107
10/20/2022,0.885394865
10/21/2022,0.895575503
10/24/2022,0.890671319
10/25/2022,0.872841106
10/26/2022,0.912073891
10/27/2022,0.979540602
10/28/2022,1.022200615
10/31/2022,1.079983186
11/1/2022,1.05846159
11/2/2022,1.066855158
11/3/2022,1.131848387
11/4/2022,1.152855994
11/7/2022,1.161947002
11/8/2022,1.210558011
11/9/2022,1.210558011
11/10/2022,1.246137843
11/11/2022,1.324648792
11/14/2022,1.394963644
11/15/2022,1.382795712
11/16/2022,1.347546764
11/17/2022,1.279693062
11/18/2022,1.344774227
11/21/2022,1.327502933
11/22/2022,1.302789347
11/23/2022,1.368703716
11/24/2022,1.415639088
11/25/2022,1.424137239
11/28/2022,1.38652434
11/29/2022,1.407072607
11/30/2022,1.462252629
12/1/2022,1.45487432
12/2/2022,1.444388937
12/5/2022,1.428047333
12/6/2022,1.432350911
12/7/2022,1.425048949
12/8/2022,1.462598961
12/9/2022,1.513515103
12/12/2022,1.634637583
12/13/2022,1.610688425
12/14/2022,1.630816928
12/15/2022,1.585314787
12/16/2022,1.593370115
12/19/2022,1.619819888
12/20/2022,1.63775195
12/21/2022,1.718241649
12/22/2022,1.770436608
12/23/2022,1.751226898
12/27/2022,1.805600257
12/28/2022,1.79047563
12/29/2022,1.762464414
12/30/2022,1.710972239
